0,低于高中文凭
1,高中文凭
2,第二学位
3,学士后证书
4,硕士学位
5,硕士后证书
6,第一专业学位
7,博士学位
8,博士后培训
9,专业、科学和技术服务
10,金融和保险
11,制造业
12,政府
13,教育服务
14,卫生保健和社会救助
15,信息
16,艺术、娱乐和休闲
17,农业、林业、渔业和狩猎业
18,批发贸易
19,运输和仓储
20,其它服务（公共行政除外）
21,房地产和租赁
22,建筑施工
23,零售业
24,住宿和餐饮服务
25,行政和后勤服务
26,公司和企业管理
27,采矿、采石和油气开采
28,公用事业
29,会计
30,精算师
31,胶粘机操作员
32,评判员
33,行政服务经理
34,成人教育教师
35,广告经理
36,广告销售代理
37,航空航天技师
38,航空航天工程师
39,艺术家、演员和运动员经纪人
40,农业/食品科学技师
41,农业工程师
42,农业设备操作员
43,农业检查员
44,高等教育农业科学教师
45,空中交通管制员
46,飞机货物装卸主管
47,飞机机械师
48,飞机系统组装员
49,机场运营专员
50,航空公司飞行员/飞行工程师
51,救护车司机
52,娱乐服务员
53,麻醉师
54,动物管理人员
55,动物科学家
56,驯兽师
57,人类学家/考古学家
58,高等教育人类学/考古学教师
59,房地产评估师
60,仲裁员
61,建筑师
62,建筑制图员
63,建筑与工程经理
64,高等教育建筑教师
65,档案管理员
66,高等教育文化研究教师
67,艺术总监
68,高等教育艺术/戏剧/音乐教师
69,天文学家
70,运动员
71,体育教练
72,高等教育科学家
73,高等教育地球科学教师
74,音频和视频设备技师
75,多媒体收藏专员
76,听力学专家
77,汽车和船舶服务服务员
78,汽车修理工
79,汽车玻璃安装/修理工
80,汽车机械师
81,航空电子设备技师
82,行李搬运工
83,法警
84,面包师
85,理发师
86,调酒师
87,自行车修理工
88,收账员
89,开票员
90,生物化学家/生物物理学家
91,高等教育生物科学教师
92,生物科学家
93,生物技师
94,生物医学工程师
95,锅炉制造工
96,会计文员
97,砖匠
98,桥梁和船闸投标员
99,广播新闻分析师
100,广播技师
101,经纪文员
102,预算分析师
103,柴油机专员
104,校车司机
105,公交车司机
106,业务运营专员
107,高等教育商务教师
108,屠夫
109,农产品采购员
110,家具师
111,摄影器材修理工
112,摄像机操作员
113,水船船长
114,心血管技术员
115,中学技术教育教师
116,中学技术教育教师
117,货运代理
118,木匠
119,地毯安装工
120,制图员
121,收银员
122,水泥泥瓦和混凝土饰面工
123,厨师
124,化学工程师
125,化工设备操作员
126,化工厂操作员
127,化学技师
128,高等教育化学老师
129,化学家
130,首席执行官
131,家庭社工
132,儿童保育员
133,脊椎按摩师
134,编舞
135,土木技师
136,土木工程师
137,理赔调查员
138,车辆/设备清洁员
139,金属酸洗设备操作员
140,神职人员
141,临床心理学家
142,教练/侦察员
143,涂层/喷涂机床操作员
144,卷线机
145,自动售货机服务员
146,食物制备和服务员
147,工业设计师
148,商业潜水员
149,商业飞行员
150,高等教育通讯教师
